CollectorID,CollectorName,CollectorOrganisation,CollectorRole,CollectorHistory,OldCollectorID,OldCollectionID
260,"Green, William Alfred (1870-1958)",0,Photographer,"Born 10 Jan 1870, Newry, Co. Down, only child of Thomas and Eliza Green. After completing his education at Friends’ School, Lisburn, Co. Antrim, he served as an apprentice under his uncle, the Belfast tea merchant and wholesaler, Forster Green. In 1895, he became a member of the Belfast Naturalists Field Club, which was to have a lifelong influence on him and out of which he gradually became involved in his chosen career as a professional photographer. It is unclear when Green officially set up in business, but as the majority of his photographs date increasingly from 1900, it is safe to presume his career commenced around this time. He specialised in landscape and scientific photography, styling himself as a ""Legal and Scientific Photographer"" from at least 1920. His work ranged from lantern slides for educational purposes to photographs for postcards, advertisements and book illustrations, but was also particularly interested in recording agricultural practices and folk customs. He is most notably famed for his studies of the Toome farmers of Co. Antrim, recording a unique and valuable series of the traditional hand methods used in the Irish linen trade. Married Mary C. Shemald of Portadown in 1903 with whom he had one son, Edmund (1903-1921). In 1910 acquired a Fellowship of the Royal Society of Antiquaries of Ireland. d. 25 Mar 1958, Massereene Hospital, Co. Antrim. Buried Friends’ Burying Ground, Balmoral, Belfast. Source: ""William Alfred Green FRSAI: The man and his photographs,"" T.K. Anderson in Ulster Local Studies, Volume 13, No. 2, Winter 1991.",299,501
208,"Greer, Ussher MacGregor, Captain",0,Linen merchant,"Descendant of the Greer Family of Dungannon, Co.Tyrone, notable linen merchants of 18th and 19th century Ulster. Late resident of The Manor House, Moneymore, Co. Londonderry. No other details available.",247,462
209,"Greeves, J.R.H. (1900-1988)",0,Private collector,"Lieutenant-Colonel Ronald Greeves (1900-1988), was born in Belfast. His family owned a flax-spinning firm, where he became a Director. Greeves joined the Linen Hall Library when he returned to Belfast after the Second World War. He was a member of the Board of Governors, becoming Honorary Secretary and eventually President in 1968. He was successful in raising the profile of the Linen Hall Library and effective at securing funding. Greeves remained an active contributor to the affairs of the Library and member of the Board of Governors until his retirement in 1987. He died in 1988.",248,540
374,"Gregg, R.J., Professor (d. 1998)",0,Academic,"Late Professor Emeritus in Linguistics at University of British Columbia, Vancouver. Pioneer of Ulster dialect study. Was responsible for establishing the precise geographical boundaries of Ulster Scots in the North of Ireland during the 1960s.",419,713
210,"Groves, Tenison E.",0,Irish Genealogist and antiquarian,"Resident of Blackrock, Co. Dublin. No further details available.",249,463
120,"Hamill, Jonathan, Dr",0,Oral History Project,Dr Jonathan Hamill has been employed by Living Linen as an Oral History Researcher. He holds degrees in Social &amp; Economic History and his Ph.D. thesis was written on the linen industry. Dr Hamill was born and educated in Belfast.,159,502
244,"Hanna Bell, Sam (1909-1990)",0,Author,"Sam Hanna Bell, (1909-1990) was born in Glasgow, the son of Ulster-Scots emigrants. When his father, a journalist with the Glasgow Herald died he was sent to live with his mother's family at Raffey near Strangford Lough. After some time at Belfast Art School he worked in a range of jobs, eventually ending up writing documentary scripts for BBC Northern Ireland. He was encouraged by Louis MacNeice, eventually becoming a features producer from 1945 to 1969 when he retired. His work for the BBC included ""Fairy Faith"" (1952), ""The Saint and the Storytellers"" (1953), programmes on William Allingham, William Carleton, Sam Thompson, the Ulster Group Theatre and the Ulster Literary Theatre, as well as on the folk customs and folklore of Ulster. Sam Hanna Bell was responsible for the establishment of the archives of folklore and folk music at BBC Northern Ireland. He was influenced by Sean O'Faolain, who accepted his work ""Summer Loanen"" for publication in The Bell in 1941, he continued to write short stories and criticism, whilst maintaining a keen interest in local folklore. His writing reflects his interest in the social and cultural history of Ulster Protestantism.",283,541
10,"Hart, Robert, Sir (1835-1911)",0,"Inspector General, CIMCS","Inspector General of Customs in Peking. b. Portadown, Co. Armagh. Ed. Queen's College Belfast, 1853. Entered Chinese Consular Service in 1854 occupying a variety of official positions until 1863 when he became first, a Commissioner of Customs at Shanghai, before embarking (later in the same year) on a 45 year career as Inspector General of Customs (1863-1908). During this time he was considered ""the most powerful European in the East"" and to him is attributed the creation of the Chinese Imperial Customs. Among other career highlights include the establishment of the first modernised national postal service in China in 1896 and the re-establishment of the Manchu dynasty in China after the Boxer rebellion of 1900. Hart retired to England in 1908 after his office was made subordinate to a bureau of Chinese Officials. d. Fingest Grove, Buckinghamshire, Eng., 1911. Publications: These from the Land of Sinim (1901)",28,34
38,"Harty, Hamilton, Sir (1879-1941)",0,Composer and Conductor,"Composer and Conductor. Born, Hillsborough, Co. Down, 4 Dec 1879. Organist in Belfast and Dublin by age 12, moving to London in 1900 where he became a sought-after pianoforte accompanist and conductor. In addition to giving many recitals with his wife, the soprano Agnes Nicholls (1877–1959), he became known as a conductor in concerts with the London Symphony Orchestra. From 1920 to 1933 he was conductor of the Hallé Orchestra in Manchester. A composer in the Romantic Tradition, his works include a violin concerto, a tone poem, With the Wild Geese (1910), and the Irish Symphony (1924). He was knighted in 1925. He died on Feb. 19, 1941, Hove, Sussex, England.",58,64
240,"Hayward, Richard, Dr (1898-1964)",0,Broadcaster and writer,"Richard Hayward (1898-1964) was a native of Northern Ireland. He began his career as an actor in Belfast, but was also well known as a travel writer. He was particularly interested in the Ulster dialect. He was associated with the Ulster Players, acting with and managing the group for a number of years. Hayward also made over a hundred records as a ballad singer and directed the first sound motion picture made in Ireland. Richard Hayward died in Belfast in a car accident on October 13th 1964.",279,577
211,"Headlam Morley, James, Sir (1864-1929)",0,Historian,"Sir James Headlam-Morley (1864-1929) was a distinguished historian who, as an authority on the diplomatic background and causes of the First World War, was appointed as a member of the Political Section of the British Delegation to the Peace Conference at Paris, 1919. From 1920 until 1929 he was Historical Advisor to the Foreign Secretary.",250,508
305,"Healy, Cahir (1877-1970)",0,Politician,"Cahir Healy (1877-1970), son of a small farmer, was born near Mount Charles, Co. Donegal. Before settling as an insurance agent in Enniskillen, he worked as a draper then as a journalist, contributing literary pieces to various magazines; he was a member of Francis Joseph Bigger's literary circle. He wrote plays, poems, and autobiographical pieces etc., many of which were published. A leading nationalist and one of the 12 founding members of Sinn Fein, he was interned on the prison ship 'Argenta' from 1922-24 where he wrote 'Two Years on an Ulster Prison Ship'; in 1941 he was again interned under the Defence of the Realm Act, in Brixton prison. Healy served as Westminster MP for Fermanagh and Tyrone, 1922-24, and for Fermanagh and South Tyrone, 1950-55; as Stormont MP for Fermanagh and Tyrone, 1925-29, and for South Fermanagh, 1929-65, remaining a convinced constitutionalist throughout all the vicissitudes of a long political life.",348,650
494,"Henry, Joseph",0,,,,
7,"Henry, R. M. Professor (1873-1950)",0,Academic,"Born 11 February 1873 in Belfast. Educated Methodist College, Belfast and Queen's College Belfast graduating with a BA in 1893 and MA in 1898. He then went on to join the teaching staff of the Royal Belfast Academical Institution as Senior Classical Master, 1899-1905, before moving to Queen's in 1906 as a reader in classics, eventually rising to Professor of Latin in 1907, a position he held until his retirement from the university in 1938. His career at the University was long and diverse, extending from academia to administration, dominating almost every field of university life for 30 years. As Secretary to the Academic Council from 1908-38, his principal achievement was the Charter of 1909 by which the University was able to secure its independence within the Irish Universities Act of that year. Outside his professional work, Henry's main personal interests lay in adult education, social welfare, Irish history and Irish politics, giving freely of his time to the Workers Educational Association, publishing his own history of Sinn Fein (1920) and co-founding the Ulster Society for Irish Historical Studies (1936). Following his retirement from Queen's in 1938, Henry went on to the University of St. Andrew's to hold their Chair of Humanities. After 9 years in Edinburgh, he left to take up an honorary Chair of Classical Literature at Trinity College Dublin in 1947, which he held until his death in 1950. Publications: Livy, bk xxxi (1905) (with Rev F.W. O'Connell) An Irish corpus astronomiae, being Manus O'Donnell's 17th century version of the Lunario of Geronymo Cortès (1915) The evolution of Sinn Fein (1920) (ed. with T.W. Dougan) M. Tulli Ciceronis Tusculanarum disputationum libri quinque, vol. Ii, bk iii-v (1934) Virgil and the Roman Epic (1938).",25,23
